,0
11867,"Венгр ла̄тӈ­ыл потыртам ма̄хум по­траныл Анна Вандор рущ ла̄тӈыл тол­мащласанэ, ма̄н о̄с хӯнт­лысӯв, ва̄глӯв, маныр та̄н потыртэ̄гыт."
11868,"Тэ̄лы тав ма̄гсылэ юр­танэ нэ̄пак та̄ратасыт, тот ма̄хманэ̄н сымын ро̄внэ ёмас ла̄тӈыл хасвес ос таве̄н мӯйлуптавес."
11869,Ты урыл ам №3 газетат хансыгласум.
11870,"Ань ос мо̄т нэ̄пак та̄ратавес, тот финно-угорский ма̄хум ла̄тӈыт ос мирыт ханищ­тан урыл потрыт атве̄сыт, венгр ла̄тӈыл тох ты хан­сым о̄лы: Hanti hadak, manysi mesék: kalauz legközelebbi nyelvroko­nainkhoz Rendhagyó emlékkönyv Csepregi Márta 70."
11871,"születésnapjára
Ма̄н округувныл та̄нти хансум потраныл ты нэ̄­пакн те̄тсыт Еремей Айпин, Мария Вагатова, Дина Герасимова, Софья Онина, Аграфена Песикова, Алеся Сопочина, Галина Кондина."
11872,"Ка̄сыӈ такви культуратэ манос ла̄тӈе урыл хансыс, пуссын ты потрыт венгр ла̄тӈыг толмащлаве̄сыт  ос ты нэ̄пакн ва̄рве̄сыт."
11873,"Марта о̄влэ̄т ты нэ̄пак урыл нэ̄матыр ат ва̄с, юртанэ̄н ат ла̄ввес."
11874,"Хунь ка̄тын майвес, тав сака ща̄гтыс."
11875,"Тот ханты ос ма̄ньщи ма̄хум, та̄н ла̄тӈ­аныл, о̄луп­саныл урыл финно-угорский иссле­до­вателит хассыт, хурит ва̄рим о̄лэ̄гыт."
11876,Та̄н хуньт ма̄н ма̄вн ёхталасыт ос ма̄хманув ёт потыртасыт.
11877,"2014 та̄лт округув янытыл яласамыт, Ха̄льӯс район Сӯкыръят о̄лум Домна Васильевна Хозумова Светлана Динисламова ёт по̄слым тот ӯнлахо̄лэ̄г."
11878,Тувыл Кульпас па̄вылт по̄слым хурит нэ̄пакн ва̄римат.
11879,"Ам ос та урыл тув потыр хассум, ма̄н ма̄нь порат хумус интернатт о̄лсӯв ос ӯщлахтын порат хумус омавн-а̄тявн юв тотыглавесӯв."
11880,"Юн аквъёт матыр-а̄ти ва̄рсӯв, суссӯв, хумус омагув-а̄тягув йирхатэ̄г, На̄й-Ōтыранув, пупганув пурлэ̄г, ма̄н тэ̄н нупылэ̄н сунсым ос ханищтахтасӯв."
11881,"Маныр хумус ва̄руӈкве, хунь ро̄ви ос хунь ат ро̄ви, ты ва̄рмалит пуссын ва̄ӈкве э̄ри."
11882,Ма̄ньщи ня̄врамыт тох ма̄нь та̄гыл яныг ма̄х­маныл ляпат минлахтым матыр пуссын ва̄руӈкве ханьщувлэ̄гыт.
11883,Ам ма̄ньщи ла̄тӈыл хансум потрум венгр учёный нэ̄ Каталин Шипёц венгерский ла̄тӈыг толмащластэ ос нэ̄пакн та ва̄рвес.
11884,"Хунь потрум толмащ­ластэ, ме̄н тав ётэ интер­нет хосыт потыр­тасме̄н, тав то̄ва ла̄тӈыт ма̄ньщи ла̄тӈыл ат ва̄санэ, слова­рит о̄с ат хо̄нтсанэ, таи­ма̄­гыс ам таве̄н рущ ла̄тӈ­ыл ла̄всум, хумус та̄на­ныл толмащлаӈкве ро̄ви."
11885,"Акв ла̄тыӈ сунсов хассум ос ат номсасум, тав торгам­тытэ ман а̄ти, сун – тав ва̄гтэ, ос манрыг –сов, ам ла̄всум, ты ма̄нь сун тох ла̄вуӈкве ро̄ви."
11886,"Венгранув тох яласым са̄в потыр, хури акван-атсыт, са̄в нэ̄пакыт та̄ра­тэ̄гыт, та̄н ва̄рнэ рӯпата­ныл хосыт ма̄ньщи ос ханты ла̄тӈыг са̄в нотын э̄лаль хультэ̄г, но̄х-яныг­ман ня̄врамытын э̄рыӈ нэ̄пакыт хосыт ханищта­вег, ос венгранувн тыи­ма̄гыс яныг пӯмащипа ла̄ве̄в."
11887,Галина Кондина
11888,"Ты э̄тпос аквхуйплов хо̄талт Ирина Фирсова, Белоярский ӯст «Хатлые» колн ще̄мьят акван-атыглан нэ̄, акв ханищтап щё̄пита̄лыс."
11889,"Тав «Нуви ат» музейн нэ̄ хо̄тпат акван-атыгла­санэ ос хумус то̄р са̄л­мыл сакква̄лыг ва̄руӈкве, та̄­нанылн суссылтас."
11890,Рущ щирыл ты ва̄рнут «жму­рение» ла̄ваве.
11891,Тамле сакква̄лыг ва̄рнэ ханищтап Ирина Фирсова мо̄лал ищхӣпыӈ утыт ка̄салас ос э̄лаль пӯмщалахтуӈкве патыс.
11892,Ань ос тав акван-атхатыг­лам нэ̄т та̄нки­на̄нылн сакква̄лыг ва̄руӈкве ха­нищ­тахтасыт.
11893,«Жмурение» - тыи нила сāмпа ма̄нь то̄рса̄лм е̄ранэ сэ̄тапыл мувлахи ю̄н­тавет ос сэ̄тапе мощ акван-хастумтаве.
11894,"Тав о̄влэ̄т ма̄нь хӯрыгсовыг е̄мты, тувыл та кӣврен поролон ман ва̄та тох­руӈкве ро̄ви, ос та юи-па̄лт сэ̄тапе янытэ̄т лап-хасумтаве, тувыл пувыр утквег лап-ю̄нтаве."
11895,Тамле пувыр утныл я̄нас сакква̄глыл манос мо̄т сакыт ёт акван-хар­туӈкве ро̄ви.
11896,"Ка̄сыӈ нэ̄ хо̄тпа такви хотмус ка̄­сащи, тох та рӯпататэ э̄лаль тотытэ."
11897,"Ань «жмурение» щирыл рӯпатат ма̄хум та̄нки са̄всыр пальщим­ща­кыт, турло̄псыт, э̄н­та­пыт ос ка̄тсорт ōщнэ хо­рамыт ва̄ре̄гыт."
11898,"На̄н хунь суп ю̄нтэгы̄н, хультум то̄рса̄лмыт та̄ра хот ул вощкасэ̄н, та̄н ань тамле хорамыг ва̄­руӈкве э̄рмыглэ̄гыт тах."
11899,"Ань ищхӣпыӈ утыт кис­хатым, на̄н на̄нки матыр ха­нищтап хо̄нтуӈкве ве̄рмегы̄н."
11900,"Ирина Фирсова такви ханищтап щё̄сэ урыл а̄нумн хансыс, та̄н аквъёт атхатыглам нэ̄ хо̄тпат ёт такем ёмщакв рӯпитасыт."
11901,Та̄нки о̄щнэ нё̄тнэ маснутаныл ма̄гыс хорамыӈ сакква̄лыг ва̄­руӈкве ханищтахтасыт.
11902,"Хотьютаныл туп то̄р­са̄л­мыл сакква̄лыг харттыс, мо̄таныт то̄рныл ю̄нтнэ пувыр сакыт ла̄пкат ёвтум сак ёт сакква̄лыг ва̄рсыт."
11903,Тувыл ю̄нтум саканыл ман янытаг ва̄руӈкве – та̄нки номсахтасыт ос щё̄пита­саныл.
11904,"Супаныл ёт ма̄нь ман яныг сакыт ёмщакв сус­хатэ̄гыт, тувле нупыл а̄р­талахтым пуссын ва̄руӈ­кве э̄ри."
11905,"Нэ̄т иӈ э̄лаль ха­нищтахтуӈкве патэ̄гыт, юн ка̄сыӈ маснутн я̄нас сак ю̄нтуӈкве номсэ̄гыт."
11906,"Руфина Прокопьевна Гришкина Белоярский ӯст отпускат о̄лыс, тот ӯщлах­тас ос ты ханищтап урыл хӯнтамлас, тув ялуӈкве тахмаяс."
11907,Такви Ванзеват па̄вылт о̄лы ос ня̄врам ӯрнэ колт рӯпиты.
11908,Ань тамле нё̄тнэ сакква̄­лыг ва̄рме ма̄гыс сака ща̄гтым о̄лы.
11909,Любовь Никоновна Бизина Тэ̄к па̄вылныл о̄лы ос хосат Белоярский ӯсн о̄луӈкве ва̄нтлыс.
11910,Тав акваг сыресыр мастер-классн яланты ос мо̄т хо̄тпат пормасыт ханты ма̄хум ва̄рнэ щирыл такви ханищтаӈкве ве̄рми.
11911,Ань ос мо̄т ма̄хум палт о̄лнэ йильпи ва̄рмалин ханищтахтуӈкве ёхталас.
11912,"Ирина Кузьминична ла̄выс:
– Ань ул тамле пора е̄мтыс, ма̄навныл аквпи­сыг мо̄т хо̄н мāт ла̄внэ ла̄тӈыл матырмат «креа­тивный кластер» китыг­лэ̄гыт."
11913,"Тувыл пе̄с ма̄хма­нув о̄щнэ маснутаныл ань ос мо̄т щирыл, хащ­та̄л хансал ю̄нтыяныл, са̄в­сыр мирыт маснутаныл ак­ван-тэ̄лыгтавет."
11914,Ма̄н ань нас ханищ­тахтасӯв.
11915,"Ам ос э̄лаль номсахтэ̄гум, ма̄нки о̄щнэ хансанув аквтох хотталь ю̄нтуӈкве ро̄ве̄гыт ман а̄ти, «креативный» щирыл э̄лаль а̄рталахтэ̄гум."
11916,Акван-атхатам нэ̄ хо̄тпатн «жмурение» рӯпата сака мӯстыс.
11917,"Сак­ква̄лыг та̄нки ва̄рманыл ма̄гыс сыманыл нас ща̄г­тэ̄гыт, амки ос номтум такем ёмас."
11918,Тамара Мерова
11919,"Сургутский район пе̄с йис ма̄т о̄лнэ Купландеев ще̄мья интернетыл ва̄рве̄с, ты ёмас ва̄рмаль урыл Надежда Савина ищхӣпыӈ ут о̄лнэ такви ло̄псэ̄т хансыс."
11920,Ты хо̄нтаӈ ма̄ньщи нэ̄ округ кӯщай ва̄ӈын хум Алексей Шипилов палт советникыг рӯпиты.
11921,Надежда Викторовна тох хансыс: «Сургутский район пе̄с йис ма̄т о̄лнэ акв ще̄мья интернетыл о̄с ва̄рвес.
11922,Купландеев ще̄мьят хӯрум ня̄врам садикын ялантан яныт ос хӯрум ня̄врам школан ялантан яныт о̄лэ̄гыт.
11923,Та̄н пуссын ищхӣпыӈ ут хосыт юн ханищтаӈкве тах патавет.
11924,Ты рӯпата ва̄рум хо̄тпатын ам яныг пӯмащипа ла̄тыӈ ла̄ве̄гум.
11925,«Стойбищная школа-сад Юрия Вэллы» нампа проект хосыт ма̄н кит та̄л сыс рӯпитэ̄в.
11926,"Ты пора са̄в щёс сапра̄нин акван-атхатыгласӯв, са̄всыр кӯ­щаит ёт ты тэ̄ла урыл по­тыртасӯв."
11927,Ты пора сыс округ янытыл ва̄тихал яласасӯв».
11928,«Стойбищная школа-сад» нампа тэ̄ла туп ма̄н округувт рӯпиты.
11929,Ты э̄рнэ тэ̄ла хосыт ханищтап ос ма̄ньлат хо̄тпат ва̄р­маляныл щирыл рӯпитан депар­тамент пуӈктоты.
11930,О̄выл тамле школа 2020 та̄лт Белоярский район Туги­яны па̄вылт ва̄рвес.
11931,Тот о̄лнэ ня̄врамыт Пол­но­ват па̄выл школат рӯ­питан хо̄тпатын ищхӣпыӈ ут хосыт ханищтавет.
11932,Ты юи-па̄лт ос акв школа Пашторы ма̄нь па̄вылквет рӯпитаӈкве о̄вылтахтас.
11933,Тувыл Сургутский районт о̄лнэ ханты хо̄тпаг Степан Кечимов ос Клим Канте­ров ищхӣпыӈ утыл ва̄р­весы̄г.
11934,"Тэ̄н во̄рт са̄лы ӯрим ще̄мьяӈ та̄гыл о̄лэ̄г, ань ня̄враманэ̄н ос ищхӣпыӈ утыт хосыт Русскинская па̄выл школа па̄лныл ха­нищтавет."
11935,"Та̄нки ма̄нылт о̄лнэ а̄гирищит, пыгрищит ма̄нь та̄гыл интернатын ул вос ке̄тавет, тамле тэ̄ла ань ты ва̄раве."
11936,"Во̄рт о̄лнэ ня̄врамыт нила класс мус ищхӣпыӈ ут хосыт юн ханищтавет, тувыл ущ па̄вылн тах ке̄тавет."
