|target|source
637|Ӣсус пōхат кит хōрахсиг пēрнан рāтвесы̄г: акватэ ёмаспāлн, мōтанэ вōртыпāлн.|С Ним распяли двух разбойников, одного по правую, а другого по левую [сторону] Его.
638|Ты ōвылтыт Нэ̄пакт та нак ēмтыс: “Тāв лю̄ль вāрне хӯмыг номсыве”.|И сбылось слово Писания: и к злодеям причтен.
639|Та торыг ё̄мнэ мāхум пуӈканыл хосгым нēрхатасыт. Таве та лю̄ль лāтӈыл лю̄камтасаныл:– Я, мāныр, Наӈ ялпыӈ кол хот-сакватаӈкве ēмталасын? Тувыл хӯрум хōтал сыс таве йильпиӣг ӯнттуӈкве номсы̄слын!|Проходящие злословили Его, кивая головами своими и говоря: э! разрушающий храм, и в три дня созидающий!
640|Пēрнаныл ёл-квāлэ̄н! Наӈкинāнын вēстэ̄лын!|спаси Себя Самого и сойди со креста.
641|Пӯп-ōйкат ос сāккон тотнэ хумыт Тавēтыл ос мовиньтасыт:– Мōт мāхум вēстысанэ, Таквинāтэ вēстуӈкве ат вēрми.|Подобно и первосвященники с книжниками, насмехаясь, говорили друг другу: других спасал, а Себя не может спасти.
642|Израиль мā хōн Кристос пēрнаныл ёл вос квāлы. Тōнт мāн Тавēн агтэ̄в.Тав пōхатэ̄н пēрнан рāтым хōрахсиг ос Тавēтыл мовиньтасы̄г.|Христос, Царь Израилев, пусть сойдет теперь с креста, чтобы мы видели, и уверуем. И распятые с Ним поносили Его.
643|Хōт сё̄с нупыл минам порат мā янытэ̄т турманлас. Турманы̄г онтолов сё̄с мус ōлыс.|В шестом же часу настала тьма по всей земле и [продолжалась] до часа девятого.
644|Онтолов сё̄с нупыл минам порат Ӣсус тāкысь рōӈхувлас:– Элои, Элои, ламма савахфани? Ты толмасьлаве: “Тōрмум! Тōрмум! Āнум манры̄г оссувласлын?”|В девятом часу возопил Иисус громким голосом: Элои! Элои! ламма савахфани? --что значит: Боже Мой! Боже Мой! для чего Ты Меня оставил?
645|Ляпат лю̄люм мāхум ты лāтӈыт хӯлманылт лāвсыт:– Тав Ӣлия вōвитэ.|Некоторые из стоявших тут, услышав, говорили: вот, Илию зовет.
646|Акв хум ляпан хāйтыс, тōрлōмт ӯксус винал посылтастэ. Тувыл сувын нэ̄гим Ӣсусн айнэ мāгыс сӯпēн тактыстэ. Ань та хум лāвыс:– Таве тактēтэ хультуптылув, сунсэ̄в, аман сōль Ӣлиян ё̄хтаве — пēрнаныл ёл-виӈкве.|А один побежал, наполнил губку уксусом и, наложив на трость, давал Ему пить, говоря: постойте, посмотрим, придет ли Илия снять Его.
647|Ӣсус ань тāкысь рōӈхувлас, лылытэ та оигпас.|Иисус же, возгласив громко, испустил дух.
648|Та торыг ялпыӈ колт тōрсāй нумыл ёлытэ пāсыл китты̄г ёл-тōлматас.|И завеса в храме раздралась надвое, сверху донизу.
649|Ань тот ōлум хōнтхумыт пуӈкхум ты рōхсуй хӯлыстэ ос лāвыс:– Сōль ты э̄лумхōлас Тōрум Пыгы̄г ōлыс!|Сотник, стоявший напротив Его, увидев, что Он, так возгласив, испустил дух, сказал: истинно Человек Сей был Сын Божий.
650|Тот ань э̄кват лю̄ляхōлсыт. Тāн ты пуссын вāсаныл. Тāн халанылт Мария Магдалина, Мария — мāнь Яков ос Юсий тэ̄н ся̄нēн, ос Саломия ōлсыт.|Были [тут] и женщины, которые смотрели издали: между ними была и Мария Магдалина, и Мария, мать Иакова меньшего и Иосии, и Саломия,
651|1Ты нэ̄т Ӣсус ёт сāртын Галилея мāт ōлсыт. Тавēн аквāг нё̄тыглāлсыт. Тав юи-пāлэ̄т йисыт. Та коны-пал ань ōс сāв мāхум тот лю̄ляхōлсыт. Тāн пуссын Тав ётэ Иерусалим ӯсн ёхтысыт.|которые и тогда, как Он был в Галилее, следовали за Ним и служили Ему, и другие многие, вместе с Ним пришедшие в Иерусалим.
